,PMID,LastName,ForeName,Initials,Affiliation
20681,21515,"['Emma', 'Edit']","['Z M', 'P K']","['ZM', 'PK']",
20682,21516,"['József', 'János', 'Judit', 'Kálmán', 'Dezsŏ']","['S', 'S', 'S', 'H', 'K']","['S', 'S', 'S', 'H', 'K']",
20683,21517,"['Gjedde', 'de la Monte', 'Caronna']","['A', 'S M', 'J J']","['A', 'SM', 'JJ']",
20684,21518,"['Lindgärde', 'Trell']","['F', 'E']","['F', 'E']",
20685,21519,['Nyström'],['K'],['K'],
20686,21520,['Van Straaten'],['H W'],['HW'],
20687,21521,['Hadziselimović'],['F'],['F'],
20688,21522,"['Walter', 'Hoffman']","['R', 'P L']","['R', 'PL']",
20689,21523,['Bloch'],['K'],['K'],
20690,21524,['Cleland'],['W W'],['WW'],
20691,21525,"['Patelski', 'Pioruńska']","['J', 'M']","['J', 'M']",
20692,21526,['Patelski'],['J'],['J'],
20693,21527,"['De Tomás', 'Mercuri']","['M E', 'O']","['ME', 'O']",
20694,21528,"['Holloway', 'Rosenman', 'Calabro']","['P W', 'M', 'A']","['PW', 'M', 'A']",
20695,21529,"['Toffano', 'Leon', 'Savoini', 'Orlando']","['G', 'A', 'G', 'P']","['G', 'A', 'G', 'P']",
20696,21530,"['Hawthorne', 'Pickard']","['J N', 'M R']","['JN', 'MR']",
20697,21531,"['Mercuri', 'De Tomás']","['O', 'M E']","['O', 'ME']",
20698,21532,"['Kuriyama', 'Nakagawa', 'Miki']","['K', 'K', 'N']","['K', 'K', 'N']",
20699,21533,"['Vatsis', 'Schulman']","['K P', 'M P']","['KP', 'MP']",
20700,21534,"['Uy', 'Wold']","['R', 'F']","['R', 'F']",
20701,21535,"['Fasold', 'Bäumert', 'Fink']","['H', 'H', 'G']","['H', 'H', 'G']",
20702,21536,"['Koenig', 'Friedman']","['N H', 'M']","['NH', 'M']",
20703,21537,"['Bender', 'Cottingham', 'Sun', 'Tanizawa']","['M L', 'A B', 'L K', 'K']","['ML', 'AB', 'LK', 'K']",
20704,21538,"['Chauffe', 'Friedman']","['L', 'M']","['L', 'M']",
20705,21539,"['Strniste', 'Hardin', 'Rall']","['G F', 'J M', 'S C']","['GF', 'JM', 'SC']",
20706,21540,['Gordon'],['C N'],['CN'],
20707,21541,"['Shenouda', 'Pigott']","['S Y', 'G M']","['SY', 'GM']",
20708,21542,"['Gilmour', 'Palladino', 'Scafuri', 'Pollard', 'Benedict']","['D G', 'M A', 'A R', 'L W', 'A A']","['DG', 'MA', 'AR', 'LW', 'AA']",
20709,21543,['Moticka'],['E J'],['EJ'],
20710,21544,"['Hála', 'Vilhelmová', 'Hartmanová']","['K', 'M', 'J']","['K', 'M', 'J']",
20711,21545,"['Simonsen', 'Hála', 'Vilhelmová']","['M', 'K', 'M']","['M', 'K', 'M']",
20712,21546,['Seto'],['F'],['F'],
20713,21547,"['Longenecker', 'Pazderka', 'Gavora', 'Spencer', 'Stephens', 'Witter', 'Ruth']","['B M', 'F', 'J S', 'J L', 'E A', 'R L', 'R F']","['BM', 'F', 'JS', 'JL', 'EA', 'RL', 'RF']",
20714,21548,"['Morrow', 'Abplanalp']","['P R', 'H']","['PR', 'H']",
20715,21549,"['Maguire', 'Ross', 'Gilman']","['M E', 'E M', 'A G']","['ME', 'EM', 'AG']",
20716,21550,['Tsien'],['R W'],['RW'],
20717,21551,['Kebabian'],['J W'],['JW'],
20718,21552,['Cadotsch'],['A F'],['AF'],
20719,21553,['Lasserre'],['R'],['R'],
20720,21554,['Spillmann'],['R K'],['RK'],
20721,21555,['Coumbaras'],['A'],['A'],
20722,21556,['Bollag'],['U'],['U'],
20723,21557,"['Singh', 'Tomaszunas', 'White']","['P', 'S', 'E']","['P', 'S', 'E']",
20724,21558,"['Cabrera', 'Arambulo']","['B D', 'P V']","['BD', 'PV']",
20725,21559,"['Bouvet', 'Thérizol', 'Auquier']","['J P', 'M', 'L']","['JP', 'M', 'L']",
20726,21560,"['Boján', 'Dankó', 'Krasznai']","['F', 'G', 'G']","['F', 'G', 'G']",
20727,21561,['Bort'],['R F'],['RF'],
20728,21562,"['Zilcher', 'Laimer', 'Glogar']","['H', 'H', 'D']","['H', 'H', 'D']",
20729,21563,"['Berte', 'Winans']","['L E', 'C S']","['LE', 'CS']",
20730,21564,"['Natelson', 'Dubois', 'Sodetz']","['B H', 'A', 'F J']","['BH', 'A', 'FJ']",
20731,21565,['Pitot'],['H C'],['HC'],
20732,21566,"['Potter', 'McDonald', 'Metcalfe', 'Porter']","['D M', 'W J', 'J', 'G']","['DM', 'WJ', 'J', 'G']",
20733,21567,"['Park', 'Solomon']","['Y S', 'S']","['YS', 'S']",
20734,21568,"['Zweens', 'Frankena', 'van Kampen', 'Rispens', 'Zijlstra']","['J', 'H', 'E J', 'P', 'W G']","['J', 'H', 'EJ', 'P', 'WG']",
20735,21569,"['Soboslai', 'McTigue', 'Weiner']","['G B', 'M', 'M W']","['GB', 'M', 'MW']",
20736,21570,"['Hobson', 'McCarley']","['J A', 'R W']","['JA', 'RW']",
20737,21571,"['Mielke', 'Gallant', 'Kessler']","['D H', 'D M', 'C']","['DH', 'DM', 'C']",
20738,21572,"['Kment', 'Hofecker', 'Niedermüller']","['A', 'G', 'H']","['A', 'G', 'H']",
20739,21573,"['Boross', 'Holló']","['M', 'I']","['M', 'I']",
20740,21574,['Gsell'],['O'],['O'],
20741,21575,['Lindner'],['O'],['O'],
20742,21576,['Viidik'],['A'],['A'],
20743,21577,['von Tiggelen'],['C J'],['CJ'],
20744,21579,['Reill'],['P'],['P'],
20745,21578,['Nigst'],['H'],['H'],
20746,21580,['Frickle'],['R'],['R'],
20747,21581,,,,
20748,21582,['Mannerfelt'],['L'],['L'],
20749,21583,['Englert'],['H M'],['HM'],
20750,21584,['Nigst'],['H'],['H'],
20751,21585,"['Gschwend', 'Razavi']","['N', 'R']","['N', 'R']",
20752,21586,['Koob'],['E'],['E'],
20753,21587,,,,
20754,21588,['Buck-Gramcko'],['D'],['D'],
20755,21589,['Russe'],['O'],['O'],
20756,21590,['Koob'],['E'],['E'],
20757,21591,['Buck-Gramcko'],['D'],['D'],
20758,21592,['Epping'],['W'],['W'],
20759,21593,['Jäger'],['M'],['M'],
20760,21594,,,,
20761,21595,"['Sánchez', 'Lara', 'Canseco']","['R I', 'S', 'C']","['RI', 'S', 'C']",
20762,21596,"['Howard', 'Lilburn', 'Dundee', 'Toner', 'McIlroy']","['P J', 'J K', 'J W', 'W', 'P D']","['PJ', 'JK', 'JW', 'W', 'PD']",
20763,21597,"['Bloxam', 'Hutson', 'Curzon']","['D L', 'P H', 'G']","['DL', 'PH', 'G']",
20764,21598,"['Kapuściński', 'Skoczylas']","['J', 'B']","['J', 'B']",
20765,21599,"['Persson', 'Wilson']","['A', 'E B']","['A', 'EB']",
20766,21600,"['Han', 'McBay', 'Han', 'Owen', 'Johnson']","['G Y', 'H C', 'P F', 'G S', 'J']","['GY', 'HC', 'PF', 'GS', 'J']",
20767,21601,"['Tomosky-Sykes', 'Jardine', 'Mueller', 'Bueding']","['T K', 'I', 'J F', 'E']","['TK', 'I', 'JF', 'E']",
20768,21603,"['Harris', 'Johanson', 'Pierce']","['G D', 'W G', 'A K']","['GD', 'WG', 'AK']",
20769,21604,"['Leach', 'Coonrod']","['R P', 'J D']","['RP', 'JD']",
20770,21602,['Mikhaĭlovich'],['V A'],['VA'],
20771,21606,"['Minty', 'Nunn']","['B D', 'J F']","['BD', 'JF']",
20772,21607,"['Fleetwood', 'Latner', 'Marriner', 'Skillen', 'Smith']","['J A', 'A L', 'A', 'A W', 'P A']","['JA', 'AL', 'A', 'AW', 'PA']",
20773,21608,"['Barker', 'Hopkinson']","['R F', 'D A']","['RF', 'DA']",
20774,21605,"['Marcy', 'Quermonne', 'Nguyen']","['R', 'M A', 'T M']","['R', 'MA', 'TM']",
20775,21609,"['Markovich', 'Landau', 'Rudzit']","['M N', 'M A', 'E A']","['MN', 'MA', 'EA']",
20776,21610,"['McCormack', 'George', 'Donner', 'Kodgis', 'Alpert', 'Lowe', 'Kass']","['W M', 'H', 'A', 'L F', 'S', 'E W', 'E H']","['WM', 'H', 'A', 'LF', 'S', 'EW', 'EH']",
20777,21611,"['Matsui', 'Sato', 'Enei', 'Hirose']","['H', 'K', 'H', 'Y']","['H', 'K', 'H', 'Y']",
20778,21612,"['Glymph', 'Stutzenberger']","['J L', 'F J']","['JL', 'FJ']",
20779,21613,"['Graham', 'Sequeira', 'Huang']","['T L', 'L', 'T S']","['TL', 'L', 'TS']",
20780,21614,"['Lakshmanan', 'Berdanier', 'Veech']","['M R', 'C D', 'R L']","['MR', 'CD', 'RL']",
20781,21615,"['Buonassisi', 'Colburn']","['V', 'P']","['V', 'P']",
20782,21616,"['Gayen', 'Som', 'Sinha', 'Sen']","['S K', 'S', 'N K', 'A']","['SK', 'S', 'NK', 'A']",
20783,21617,"['Jung', 'Chávez', 'Brierley']","['D W', 'E', 'G P']","['DW', 'E', 'GP']",
20784,21618,"['Chávez', 'Jung', 'Brierley']","['E', 'D W', 'G P']","['E', 'DW', 'GP']",
20785,21619,"['Uno', 'Ueda', 'Greengard']","['I', 'T', 'P']","['I', 'T', 'P']",
20786,21620,['Kumar'],['S'],['S'],
20787,21621,"['Gillen', 'Riggs']","['R G', 'A']","['RG', 'A']",
20788,21622,"['Kuehn', 'Williams', 'Cox', 'Jackson']","['G D', 'R C', 'M K', 'J C']","['GD', 'RC', 'MK', 'JC']",
20789,21623,"['Dawson', 'Tsay']","['G', 'G']","['G', 'G']",
20790,21624,"['Fan', 'Stegeman', 'Plaut']","['C C', 'W J', 'G W']","['CC', 'WJ', 'GW']",
20791,21625,"['Levine', 'Mark', 'Fiel']","['H I', 'E H', 'R J']","['HI', 'EH', 'RJ']",
20792,21626,"['Chiu', 'Tappel', 'Millard']","['D', 'A L', 'M M']","['D', 'AL', 'MM']",
20793,21627,"['Phillips', 'LaJohn', 'Lewis']","['A T', 'L', 'B']","['AT', 'L', 'B']",
20794,21628,"['Tischler', 'Friedrichs', 'Coll', 'Williamson']","['M E', 'D', 'K', 'J R']","['ME', 'D', 'K', 'JR']",
20795,21629,"['Markham', 'Reed']","['G D', 'G H']","['GD', 'GH']",
20796,21630,"['Lenney', 'Kan', 'Siu', 'Sugiyama']","['J F', 'S C', 'K', 'G H']","['JF', 'SC', 'K', 'GH']",
20797,21631,"['Kagawa', 'Hatch']","['T', 'M D']","['T', 'MD']",
20798,21632,"['Bild', 'Ramadoss', 'Axelrod']","['G S', 'C S', 'B']","['GS', 'CS', 'B']",
20799,21633,"['Mukherjee', 'Lynn']","['S P', 'W S']","['SP', 'WS']",
20800,21634,"['Robinson', 'Fujimura', 'Howat', 'Salisbury']","['R O', 'M', 'P', 'D M']","['RO', 'M', 'P', 'DM']",
20801,21635,"['Wagner', 'Knorr', 'Schümann']","['J', 'A', 'H J']","['J', 'A', 'HJ']",
20802,21636,"['Montastruc', 'Besombes', 'Tran']","['P', 'J P', 'M A']","['P', 'JP', 'MA']",
20803,21637,"['Bitensky', 'Cashman', 'Johnstone', 'Chayen']","['L', 'B', 'J J', 'J']","['L', 'B', 'JJ', 'J']",
20804,21638,"['Llanos', 'Villar', 'Konturek', 'Rayford', 'Thompson']","['O L', 'H V', 'S J', 'P L', 'J C']","['OL', 'HV', 'SJ', 'PL', 'JC']",
20805,21639,"['Butler', 'Dudley', 'Mitchell', 'Johnson']","['T C', 'K H', 'G N', 'D']","['TC', 'KH', 'GN', 'D']",
20806,21640,"['Chimote', 'Moghe']","['K V', 'P J']","['KV', 'PJ']",
20807,21641,"['Fierro', 'Chacón', 'Gutierrez', 'Muñoz']","['H', 'A', 'G', 'O']","['H', 'A', 'G', 'O']",
20808,21642,"['Steinhardt', 'Göhler', 'Lyhs']","['M', 'H', 'L']","['M', 'H', 'L']",
20809,21643,['Tacke'],['R'],['R'],
20810,21644,"['Bjerkenstedt', 'Gullberg', 'Härnryd', 'Sedvall']","['L', 'B', 'C', 'G']","['L', 'B', 'C', 'G']",
20811,21645,"['Raboch', 'Mellan', 'Stárka']","['J', 'J', 'L']","['J', 'J', 'L']",
20812,21646,"['Uranova', 'Lebkova']","['E V', 'N P']","['EV', 'NP']",
20813,21647,"[""Smol'iannikov""]",['A V'],['AV'],
20814,21648,['Gussen'],['P'],['P'],
20815,21649,"['Ausubel', 'Riedel', 'Cannon', 'Peskin', 'Margolskee']","['F', 'G', 'F', 'A', 'R']","['F', 'G', 'F', 'A', 'R']",
20816,21650,['Peters'],['G A'],['GA'],
20817,21651,"['Ludwig', 'Signer']","['R A', 'E R']","['RA', 'ER']",
20818,21652,"['Herrup', 'Mullen']","['K', 'R J']","['K', 'RJ']",
20819,21653,['Fausto-Sterling'],['A'],['A'],
20820,21654,"['Ogawa', 'Thompson', 'Friesen', 'Martin', 'Brazeau']","['N', 'T', 'H G', 'J B', 'P']","['N', 'T', 'HG', 'JB', 'P']",
20821,21655,['Harper'],['D B'],['DB'],
20822,21656,"['Vijayakumar', 'Weidemann']","['E K', 'M J']","['EK', 'MJ']",
20823,21657,"['MacGibbon', 'Buckley', 'Blackwell']","['A K', 'P D', 'L F']","['AK', 'PD', 'LF']",
20824,21658,"['Dugal', 'Stromme']","['B', 'J']","['B', 'J']",
20825,21659,"['Weidemann', 'Kolbuch-Braddon', 'Hickman']","['M J', 'M E', 'P E']","['MJ', 'ME', 'PE']",
20826,21660,"['Stellwagen', 'Sailor', 'Kohli']","['R H', 'R D', 'K K']","['RH', 'RD', 'KK']",
20827,21661,"['Limón-Lason', 'Lara', 'Resendiz', 'Mora']","['J', 'M', 'B', 'J']","['J', 'M', 'B', 'J']",
20828,21662,"['Player', 'Mills', 'Horton']","['T J', 'D J', 'A A']","['TJ', 'DJ', 'AA']",
20829,21663,"['Fabricant', 'De Larco', 'Todaro']","['R N', 'J E', 'G J']","['RN', 'JE', 'GJ']",
20830,21664,['Smith'],['R J'],['RJ'],
20831,21665,"['Desaiah', 'Ho']","['D', 'I K']","['D', 'IK']",
20832,21666,"['Hesse', 'Wolff']","['S', 'T']","['S', 'T']",
20833,21667,"['Klemm', 'Prüsse', 'Krüger']","['K', 'W', 'U']","['K', 'W', 'U']",
20834,21668,"['Kitamura', 'Ishihara', 'Sasaki', 'Shimizu', 'Harasawa']","['S', 'Y', 'K', 'T', 'M']","['S', 'Y', 'K', 'T', 'M']",
20835,21669,"['Sing', 'Gautam']","['K P', 'S K']","['KP', 'SK']",
20836,21670,"['Vollmer', 'Hodenberg']","['K O', 'A V']","['KO', 'AV']",
20837,21671,"['Regårdh', 'Johnsson', 'Lundborg', 'Perrson']","['C G', 'G', 'P', 'B A']","['CG', 'G', 'P', 'BA']",
20838,21672,"['Scandiffio', 'Guerricchio']","['T', 'G']","['T', 'G']",
20839,21673,"['Reale', 'Nigri', 'Gioffrè', ""D'Intino""]","['A', 'A', 'P A', 'S']","['A', 'A', 'PA', 'S']",
20840,21674,"['Cuccurullo', 'Mezzetti', 'Tomassetti', 'Rosini', 'Masi', 'Descovich', 'Lenzi']","['F', 'A', 'V', 'R', 'M', 'G C', 'S']","['F', 'A', 'V', 'R', 'M', 'GC', 'S']",
20841,21675,"['Scardi', 'Alberti', 'Borgioni', 'Medugno', 'Camerini']","['S', 'E', 'L', 'G', 'F']","['S', 'E', 'L', 'G', 'F']",
20842,21676,"['Abate', 'Zacà', 'Costa', 'Alberici', 'Polimeni']","['G', 'F', 'G', 'S', 'R M']","['G', 'F', 'G', 'S', 'RM']",
20843,21677,"['Mattila', 'Martikainen', 'Säilä']","['M A', 'P', 'K']","['MA', 'P', 'K']",
20844,21678,"['Dundee', 'Lilburn', 'Nair', 'George']","['J W', 'J K', 'S G', 'K A']","['JW', 'JK', 'SG', 'KA']",
20845,21679,"['Matthews', 'Hori', 'Cormier']","['J C', 'K', 'M J']","['JC', 'K', 'MJ']",
20846,21680,"['Gilmer', 'McIntire', 'Kirsch']","['P J', 'W S', 'J F']","['PJ', 'WS', 'JF']",
20847,21681,"['Gilmer', 'Kirsch']","['P J', 'J F']","['PJ', 'JF']",
20848,21682,['Scott'],['W A'],['WA'],
20849,21683,"['Braciale', 'Der Balian', 'Davie']","['V', 'G', 'J M']","['V', 'G', 'JM']",
20850,21684,"['Sarocchi-Landousy', 'Haas', 'Guschlbauer']","['M T', 'B L', 'W']","['MT', 'BL', 'W']",
20851,21685,"['Abe', 'Chung', 'DiAugustine', 'Folk']","['T', 'S I', 'R P', 'J E']","['T', 'SI', 'RP', 'JE']",
20852,21686,['Walz'],['F G'],['FG'],
20853,21687,"['Shaklai', 'Yguerabide', 'Ranney']","['N', 'J', 'H M']","['N', 'J', 'HM']",
20854,21688,"['Pozzan', 'Bragadin', 'Azzone']","['T', 'M', 'G F']","['T', 'M', 'GF']",
20855,21689,"['Ellory', 'Maher']","['J C', 'P']","['JC', 'P']",
20856,21690,"['Bentaboulet', 'Kepes']","['M', 'A']","['M', 'A']",
20857,21691,"['Brunner', 'Heidrich', 'Golecki', 'Bauer', 'Suter', 'Plückhahn', 'Ferber']","['G', 'H G', 'J R', 'H C', 'D', 'P', 'E']","['G', 'HG', 'JR', 'HC', 'D', 'P', 'E']",
20858,21692,"['Naoi', 'Naoi', 'Shimizu', 'Malviya', 'Yagi']","['M', 'M', 'T', 'A N', 'K']","['M', 'M', 'T', 'AN', 'K']",
20859,21693,"['Sawada', 'Kanesaka', 'Irie']","['F', 'Y', 'M']","['F', 'Y', 'M']",
20860,21694,"['Moore', 'Kaiser']","['V G', 'I I']","['VG', 'II']",
20861,21695,"['Otten', 'Vreugdenhil', 'Schilperoort']","['L A', 'D', 'R A']","['LA', 'D', 'RA']",
20862,21696,"['Dunn', 'Jervis', 'Wilkins', 'Meredith', 'Smith', 'Flora', 'Schmidt']","['J H', 'H H', 'J H', 'M J', 'K T', 'J B', 'R R']","['JH', 'HH', 'JH', 'MJ', 'KT', 'JB', 'RR']",
20863,21697,['Makoff'],['A J'],['AJ'],
20864,21698,"['Pettit', 'Gregory', 'Freedman', 'Burns']","['N M', 'L J', 'R B', 'R G']","['NM', 'LJ', 'RB', 'RG']",
20865,21699,"['Tanaka', 'Takeuchi', 'Ichishima']","['N', 'M', 'E']","['N', 'M', 'E']",
20866,21700,"['Bracher', 'Schweingruber']","['M', 'E']","['M', 'E']",
20867,21701,"['Jones', 'Mendis', 'Parke']","['R S', 'D', 'D V']","['RS', 'D', 'DV']",
20868,21702,"['Meijer', 'van Woerkom']","['A J', 'G M']","['AJ', 'GM']",
20869,21703,['Herrman'],['J L'],['JL'],
20870,21704,"['Shimizu', 'Ito', 'Niwa']","['S', 'M', 'M']","['S', 'M', 'M']",
20871,21705,"['Burger', 'Gaizer', 'Noszál', 'Pékli', 'Takácsi-Nagy']","['K', 'F', 'B', 'M', 'G']","['K', 'F', 'B', 'M', 'G']",
20872,21706,"['Gumilevskaia', 'Alekhina', 'Cnumikina', 'Kretovich']","['N A', 'S K', 'L V', 'V L']","['NA', 'SK', 'LV', 'VL']",
20873,21707,"['van Straaten', 'Wensing']","['H W', 'C J']","['HW', 'CJ']",
20874,21708,"['Colenbrander', 'Kruip', 'Dieleman', 'Wensing']","['B', 'T A', 'S J', 'C J']","['B', 'TA', 'SJ', 'CJ']",
20875,21709,"['Farooqui', 'Mandel']","['A A', 'P']","['AA', 'P']",
20876,21710,"['Körbling', 'Fliedner', 'Calvo', 'Nothdurft', 'Ross']","['M', 'T M', 'W', 'W', 'W M']","['M', 'TM', 'W', 'W', 'WM']",
20877,21711,"['Schwarz', 'Palade', 'Hille']","['W', 'P T', 'B']","['W', 'PT', 'B']",
20878,21712,"['Mohan', 'Li']","['R R', 'N N']","['RR', 'NN']",
20879,21713,"['Brown', 'Halsted']","['D E', 'D J']","['DE', 'DJ']",
20880,21714,"['Kilara', 'Shahani']","['A', 'K M']","['A', 'KM']",
20881,21715,"['Kitamura', 'Tamai', 'Miyano', 'Shimada']","['Y', 'M', 'Y', 'M']","['Y', 'M', 'Y', 'M']",
20882,21716,"['Adams', 'Iwata', 'Gunther']","['J D', 'Y', 'F A']","['JD', 'Y', 'FA']",
20883,21717,['Acuña'],['H R'],['HR'],
20884,21719,,,,
20885,21720,"['Cowan', 'Das', 'Eastwood']","['G O', 'K M', 'M A']","['GO', 'KM', 'MA']",
20886,21721,"['Frankhuyzen', 'Mulder']","['A L', 'A H']","['AL', 'AH']",
20887,21718,"['Cradock', 'Kleinman', 'Davignon']","['J C', 'L M', 'J P']","['JC', 'LM', 'JP']",
20888,21722,"['Johnson', 'Caserta', 'Ross']","['E M', 'M T', 'L L']","['EM', 'MT', 'LL']",
20889,21723,"['Reis', 'Ross', 'Joh']","['D J', 'R A', 'T H']","['DJ', 'RA', 'TH']",
20890,21724,"['Crowley', 'Rodriguez-Sierra', 'Komisaruk']","['W R', 'J F', 'B R']","['WR', 'JF', 'BR']",
20891,21725,"['Macáková', 'Dostálová', 'Hrbek', 'Komenda']","['J', 'K', 'J', 'S']","['J', 'K', 'J', 'S']",
20892,21726,"['Korri', 'Chippel', 'Chauvin', 'Tirpak', 'Scrimgeour']","['K K', 'D', 'M M', 'A', 'K G']","['KK', 'D', 'MM', 'A', 'KG']",
20893,21727,"['Marchand', 'Lemonde', 'Beaudoin']","['C', 'A', 'A R']","['C', 'A', 'AR']",
20894,21728,"['von Tigerstrom', 'Manchak']","['R G', 'J M']","['RG', 'JM']",
20895,21729,"['Rastogi', 'Agarwal', 'Bhargava', 'Singhal']","['R B', 'R A', 'K P', 'R L']","['RB', 'RA', 'KP', 'RL']",
20896,21730,"['Goldberg', 'Triggle']","['M T', 'C R']","['MT', 'CR']",
20897,21731,"['Foulks', 'Perry', 'Tsang']","['J G', 'F A', 'P']","['JG', 'FA', 'P']",
20898,21732,"['Morris', 'McCann', 'Orias']","['M', 'S M', 'R']","['M', 'SM', 'R']",
20899,21733,"['Kitani', 'Morita', 'Miura', 'Kanai']","['K', 'Y', 'R', 'S']","['K', 'Y', 'R', 'S']",
20900,21734,['Wyse'],['D G'],['DG'],
20901,21735,['Zink'],['M W'],['MW'],
20902,21736,"['Carels', 'Shepherd']","['M', 'D']","['M', 'D']",
20903,21737,"['Klucas', 'Arp']","['R V', 'D']","['RV', 'D']",
20904,21738,"['Jerusik', 'Kadis', 'Chapman', 'Wooley']","['R J', 'S', 'W L', 'R E']","['RJ', 'S', 'WL', 'RE']",
20905,21739,"['Ramakrishna Rao', 'Vaidyanathan']","['D N', 'C S']","['DN', 'CS']",
20906,21740,"['Whitehead', 'West']","['P E', 'N O']","['PE', 'NO']",
20907,21741,"['Nair', 'Zicherman', 'Schwartz']","['N P', 'V', 'G']","['NP', 'V', 'G']",
20908,21742,['Lipkin'],['M'],['M'],
20909,21743,"['DeRubertis', 'Craven']","['F R', 'P A']","['FR', 'PA']",
20910,21744,"['Record', 'Lloveras', 'Ribes', 'Douste-Blazy']","['M', 'J', 'G', 'D']","['M', 'J', 'G', 'D']",
20911,21745,"['Tschiersch', 'Schwabe', 'Sydow', 'Graffi']","['B', 'K', 'G', 'A']","['B', 'K', 'G', 'A']",
20912,21746,"['Elofsson', 'Falck', 'Lindvall', 'Myhrberg']","['R', 'B', 'O', 'H']","['R', 'B', 'O', 'H']",
20913,21747,['Hecker'],['H'],['H'],
20914,21748,['De Raat'],['W K'],['WK'],
20915,21749,"['Ishida', 'Watanabe', 'Kobayashi', 'Kihara']","['Y', 'K', 'S', 'M']","['Y', 'K', 'S', 'M']",
20916,21750,"['Watanabe', 'Watanabe', 'Goto', 'Kariya']","['K', 'H Y', 'Y', 'Y']","['K', 'HY', 'Y', 'Y']",
20917,21751,"['Horioka', 'Aoyama', 'Yokoyama', 'Hatta']","['M', 'T', 'I', 'Y']","['M', 'T', 'I', 'Y']",
20918,21752,"['Kasuya', 'Chiu-Wei', 'Goto', 'Watanabe']","['Y', 'Y F', 'K', 'M']","['Y', 'YF', 'K', 'M']",
20919,21753,"['Marinari', 'Varesi']","['M', 'M']","['M', 'M']",
20920,21754,"['Bienvenu', 'Gaget', 'Bottex', 'Fontanges']","['P', 'C', 'C', 'R']","['P', 'C', 'C', 'R']",
20921,21755,"['Tazieff-Depierre', 'Choucavy', 'Goudou']","['F', 'M', 'D']","['F', 'M', 'D']",
20922,21756,"['Horpácsy', 'Zinsmeyer', 'Schröder', 'Schnells']","['G', 'J', 'K', 'G']","['G', 'J', 'K', 'G']",
20923,21757,"['David', 'Hilewitz', 'Rogel']","['D', 'H', 'S']","['D', 'H', 'S']",
20924,21758,"['Sole', 'Kamble', 'Hussain']","['M J', 'A B', 'M N']","['MJ', 'AB', 'MN']",
20925,21759,"['Steenbergen', 'Deleeuw', 'Rich', 'Williamson']","['C', 'G', 'T', 'J R']","['C', 'G', 'T', 'JR']",
20926,21760,['Ishikawa'],['K'],['K'],
20927,21761,"['Fraser', 'Smith', 'Peake']","['C G', 'B C', 'M J']","['CG', 'BC', 'MJ']",
20928,21762,"['Bretaudière', 'Vassault', 'Amsellem', 'Pourci', 'Thieu-Phung', 'Bailly']","['J P', 'A', 'L', 'M L', 'H', 'M']","['JP', 'A', 'L', 'ML', 'H', 'M']",
20929,21763,"['Nishikaze', 'Kobayashi']","['O', 'T']","['O', 'T']",
20930,21764,['Levinson'],['S S'],['SS'],
20931,21765,['Naghizadeh'],['F'],['F'],
20932,21766,"['Matsuura', 'Tanae', 'Hibi']","['M', 'A', 'I']","['M', 'A', 'I']",
20933,21767,"['Nagara', 'Sants', 'Goto', 'Kuroiwa', 'Ohnishi']","['H', 'T', 'I', 'Y', 'A']","['H', 'T', 'I', 'Y', 'A']",
20934,21768,"['Bates', 'Blumenthal', 'Pieniaszek']","['T R', 'H P', 'H J']","['TR', 'HP', 'HJ']",
20935,21769,['Segal'],['M S'],['MS'],
20936,21770,"['Kinsella', 'Hwang']","['J E', 'D H']","['JE', 'DH']",
20937,21771,"['Basker', 'Comber', 'Sutherland', 'Valler']","['M J', 'K R', 'R', 'G H']","['MJ', 'KR', 'R', 'GH']",
20938,21772,['Van Zwieten'],['P A'],['PA'],
20939,21773,"['Ericsson', 'Danielsson']","['O', 'B']","['O', 'B']",
20940,21774,"['McManus', 'Ilett']","['M E', 'K F']","['ME', 'KF']",
20941,21775,"['Morland', 'Olsen']","['J', 'H']","['J', 'H']",
20942,21776,"['Billings', 'McMahon', 'Ashmore', 'Wagle']","['R E', 'R E', 'J', 'S R']","['RE', 'RE', 'J', 'SR']",
20943,21777,"['Harvey', 'Glazener', 'Johnson', 'Butler', 'Horning']","['D J', 'L', 'D B', 'C M', 'M G']","['DJ', 'L', 'DB', 'CM', 'MG']",
20944,21778,['Eberts'],['F S'],['FS'],
20945,21779,"['Misra', 'Pontani']","['A L', 'R B']","['AL', 'RB']",
20946,21783,"['Knobloch', 'Dietrich', 'Peters', 'Nielsen', 'Schumacher']","['J', 'M', 'D', 'G', 'H H']","['J', 'M', 'D', 'G', 'HH']",
20947,21780,"['Taylor', 'Coutts']","['W G', 'R T']","['WG', 'RT']",
20948,21784,"['Wronski', 'Butte']","['R', 'W']","['R', 'W']",
20949,21785,"['Hausamen', 'Fritsch', 'Scholten', 'Jungblut', 'Strohmeyer']","['T U', 'W P', 'T', 'R', 'G']","['TU', 'WP', 'T', 'R', 'G']",
20950,21781,"['Zimmerman', 'Gorski', 'Kasper']","['J J', 'J P', 'C B']","['JJ', 'JP', 'CB']",
20951,21786,"['Höffler', 'Demers']","['D', 'H G']","['D', 'HG']",
20952,21782,"['Cysyk', 'Shoemaker', 'Adamson']","['R L', 'D', 'R H']","['RL', 'D', 'RH']",
20953,21787,"['Naujoks', 'Patz']","['R', 'J']","['R', 'J']",
