,PMID,LastName,ForeName,Initials,Affiliation
298,299,['Severinghaus'],['J W'],['JW'],
299,300,['Amdur'],['M A'],['MA'],
300,301,['Bartley'],['V H'],['VH'],
301,302,['Beal'],['J M'],['JM'],
302,303,['Breslin'],['P W'],['PW'],
303,304,"['Tobin', 'Nemickas', 'Scanlon', 'Moran', 'Johnson', 'Gunnar']","['J R', 'R', 'P J', 'J F', 'S', 'R M']","['JR', 'R', 'PJ', 'JF', 'S', 'RM']",
304,305,"['Seungdamrong', 'Yasunaga']","['S', 'S']","['S', 'S']",
305,306,['Johnson'],['H A'],['HA'],
306,307,['Greenwood'],['R D'],['RD'],
307,308,"['Azar-Kia', 'Palacios', 'Churchill']","['B', 'E', 'R']","['B', 'E', 'R']",
308,309,['Hughey'],['M'],['M'],
309,310,"['Shenkoya', 'Walsh', 'Falicov', 'Resnekov']","['K A', 'W F', 'R E', 'L']","['KA', 'WF', 'RE', 'L']",
310,311,['Tsang'],['H S'],['HS'],
311,312,['Breslin'],['P W'],['PW'],
312,313,"['Agarwala', 'Agarwala', 'Baffes']","['B', 'R', 'T']","['B', 'R', 'T']",
313,314,['Beal'],['J M'],['JM'],
314,316,"['Field', 'Romanus']","['R E', 'R J']","['RE', 'RJ']",
315,315,['Khedroo'],['L G'],['LG'],
316,317,['Kulwin'],['M H'],['MH'],
317,318,['Bauer'],['W'],['W'],
318,320,['Crowley'],['R D'],['RD'],
319,319,"['Tobin', 'Nemickas', 'Scanlon', 'Moran', 'Johnson', 'Gunnar']","['J R', 'R', 'P J', 'J F', 'S', 'R M']","['JR', 'R', 'PJ', 'JF', 'S', 'RM']",
320,321,"['Jones', 'Kruger']","['F', 'C']","['F', 'C']",
321,322,"['Shah', 'Anand', 'Billimoria', 'Goyal']","['S J', 'M P', 'A R', 'B K']","['SJ', 'MP', 'AR', 'BK']",
322,323,['Yoo'],['T J'],['TJ'],
323,324,"['Freedman', 'Hofmann', 'Rhee', 'Yeger', 'Slaughter', 'Milandre']","['M', 'T', 'S', 'H', 'M', 'J']","['M', 'T', 'S', 'H', 'M', 'J']",
324,325,['Shand'],['F L'],['FL'],
325,326,['Dutt'],['M K'],['MK'],
326,327,"['Lalitha', 'Radhakrishnamurty']","['K', 'R']","['K', 'R']",
327,328,"['Prasad', 'Sandhu']","['N V', 'R S']","['NV', 'RS']",
328,329,['Fine'],['D P'],['DP'],
329,330,"['Cahall', 'Youmans']","['D L', 'G P']","['DL', 'GP']",
330,331,['Guckian'],['J C'],['JC'],
331,332,"['Davis', 'Salton']","['R H', 'M R']","['RH', 'MR']",
332,333,"['Smyth', 'Möllby', 'Wadström']","['C J', 'R', 'T']","['CJ', 'R', 'T']",
333,334,"['Winkelstein', 'Swift']","['J A', 'A J']","['JA', 'AJ']",
334,335,['Wagner'],['M V'],['MV'],
335,336,"['Possanza', 'Bauen', 'Stewart']","['G J', 'A', 'P B']","['GJ', 'A', 'PB']",
336,337,"['Horváth', 'Arányi', 'Náray', 'Földes', 'Gyuris']","['I', 'P', 'A', 'I', 'A']","['I', 'P', 'A', 'I', 'A']",
337,338,"['Cheek', 'Tomarchio', 'Burtle', 'Moss', 'McConnell']","['F E', 'T', 'V', 'H', 'D']","['FE', 'T', 'V', 'H', 'D']",
338,339,"['Snow', 'Finley', 'Friedman']","['J T', 'J W', 'M']","['JT', 'JW', 'M']",
339,340,['Byron'],['H M'],['HM'],
340,341,['Kraft'],['T'],['T'],
341,342,"['Keyser', 'Boyarsky', 'Labay']","['G F', 'S', 'P']","['GF', 'S', 'P']",
342,343,"['Dougherty', 'Vaughn', 'Reichelderfer']","['E M', 'J L', 'C F']","['EM', 'JL', 'CF']",
343,344,"['Tannock', 'Griffith']","['G A', 'I P']","['GA', 'IP']",
344,345,"['Tesh', 'Rosen']","['R B', 'L']","['RB', 'L']",
345,346,"['Traub', 'Redmond', 'Rosenfeld', 'McDonald', 'Shapiro']","['Y M', 'D P', 'J B', 'R H', 'A P']","['YM', 'DP', 'JB', 'RH', 'AP']",
346,347,['Stevenson'],['A F'],['AF'],
347,350,"['Chilla', 'Arold']","['R', 'R']","['R', 'R']",
348,351,"['Wilson', 'Bartley', 'Anthony', 'Brent', 'Sapienza', 'Chapman', 'Dayton', 'Milleret', 'Frey', 'Meyer']","['J R', 'E E', 'H D', 'B E', 'D A', 'T E', 'A D', 'R J', 'R A', 'R M']","['JR', 'EE', 'HD', 'BE', 'DA', 'TE', 'AD', 'RJ', 'RA', 'RM']",
349,348,"['Jahre', 'Grace', 'Greenbaum', 'Sarg']","['J A', 'W J', 'D M', 'M J']","['JA', 'WJ', 'DM', 'MJ']",
350,349,"['Freedman', 'Smith']","['P', 'E C']","['P', 'EC']",
351,352,"['Campion', 'Olson', 'Topel', 'Christian', 'Kuhlers']","['D R', 'J C', 'D G', 'L L', 'D L']","['DR', 'JC', 'DG', 'LL', 'DL']",
352,353,"['Coon', 'Rattenborg', 'Kampine']","['R L', 'C C', 'J P']","['RL', 'CC', 'JP']",
353,354,"['Chau', 'Terry']","['A S', 'K']","['AS', 'K']",
354,355,"['Sahoo', 'Mitra', 'Mohanty']","['R N', 'G C', 'P C']","['RN', 'GC', 'PC']",
355,356,"['Giffhorn', 'Gottschalk']","['F', 'G']","['F', 'G']",
356,357,"['Höltje', 'Mirelman', 'Sharon', 'Schwarz']","['J V', 'D', 'N', 'U']","['JV', 'D', 'N', 'U']",
357,358,"['Allam', 'Hassan', 'Elzainy']","['A M', 'M M', 'T A']","['AM', 'MM', 'TA']",
358,359,"['van der Drift', 'Duiverman', 'Bexkens', 'Krijnen']","['C', 'J', 'H', 'A']","['C', 'J', 'H', 'A']",
359,360,"['Cole', 'Proulx']","['R', 'P']","['R', 'P']",
360,361,['Mehta'],['R J'],['RJ'],
361,362,"['Parada', 'Magasanik']","['J L', 'B']","['JL', 'B']",
362,363,"['Gerson', 'Magasanik']","['S L', 'B']","['SL', 'B']",
363,364,"['Elliott', 'Mortenson']","['B B', 'L E']","['BB', 'LE']",
364,365,"['DeLeo', 'Sprinson']","['A B', 'D B']","['AB', 'DB']",
365,366,"['Lacks', 'Neuberger']","['S', 'M']","['S', 'M']",
366,367,"['Hoganson', 'Stahly']","['D A', 'D P']","['DA', 'DP']",
367,368,"['Brockman', 'Wood']","['H L', 'W A']","['HL', 'WA']",
368,369,"['Tung', 'Wood']","['K K', 'W A']","['KK', 'WA']",
369,370,"['Ebisu', 'Kato', 'Kotani', 'Misaki']","['S', 'K', 'S', 'A']","['S', 'K', 'S', 'A']",
370,371,"['Price', 'Storck']","['J S', 'R']","['JS', 'R']",
371,372,"['Cabib', 'Duran']","['E', 'A']","['E', 'A']",
372,373,"['Anai', 'Mihara', 'Yamanaka', 'Shibata', 'Takagi']","['M', 'T', 'M', 'T', 'Y']","['M', 'T', 'M', 'T', 'Y']",
373,374,"['Fujimoto', 'Mihara', 'Okabayashi', 'Sugase', 'Tarui']","['M', 'S', 'T', 'T', 'S']","['M', 'S', 'T', 'T', 'S']",
374,375,"['Miyazawa', 'Sakurai', 'Shindo', 'Imura', 'Hashimoto']","['S', 'T', 'Y', 'M', 'T']","['S', 'T', 'Y', 'M', 'T']",
375,376,"['Kuwajima', 'Nitta', 'Sugai']","['K', 'K', 'S']","['K', 'K', 'S']",
376,377,"['Matsuda', 'Misaka']","['K', 'E']","['K', 'E']",
377,378,['Shimizu'],['T'],['T'],
378,379,"['Horiike', 'Nishina', 'Miyake', 'Yamano']","['K', 'Y', 'Y', 'T']","['K', 'Y', 'Y', 'T']",
379,380,"['Ogiso', 'Noda', 'Sako', 'Kato', 'Aoyama']","['T', 'T', 'Y', 'Y', 'M']","['T', 'T', 'Y', 'Y', 'M']",
380,381,"['Sarau', 'Foley', 'Moonsammy', 'Wiebelhaus']","['H M', 'J', 'G', 'V D']","['HM', 'J', 'G', 'VD']",
381,382,"['Yoshizato', 'Kistler', 'Frieden']","['K', 'A', 'E']","['K', 'A', 'E']",
382,383,"['Takagi', 'Shikita']","['Y', 'M']","['Y', 'M']",
383,384,"['Barton', 'Lipovac', 'Rosenberg']","['N W', 'V', 'A']","['NW', 'V', 'A']",
384,385,"['Leung', 'Hinkle']","['K H', 'P C']","['KH', 'PC']",
385,386,"['Ragan', 'Hinkle']","['C I', 'P C']","['CI', 'PC']",
386,387,"['Lueking', 'Goldfine']","['D R', 'H']","['DR', 'H']",
387,388,"['Nilsson', 'Peterson']","['S F', 'P A']","['SF', 'PA']",
388,389,"['Tai', 'Yamashita', 'Ogata-Arakawa', 'Koide', 'Muramatsu', 'Iwashita', 'Inoue', 'Kobata']","['T', 'K', 'M', 'N', 'T', 'S', 'Y', 'A']","['T', 'K', 'M', 'N', 'T', 'S', 'Y', 'A']",
389,390,"['Hersh', 'Jorns']","['L B', 'M S']","['LB', 'MS']",
390,391,"['Megyesi', 'Kahn', 'Roth', 'Neville', 'Nissley', 'Humbel', 'Froesch']","['K', 'C R', 'J', 'D M', 'S P', 'R E', 'E R']","['K', 'CR', 'J', 'DM', 'SP', 'RE', 'ER']",
391,392,"['Noce', 'Utter']","['P S', 'M F']","['PS', 'MF']",
392,393,"['Bonaventura', 'Bonaventura', 'Sullivan', 'Godette']","['J', 'C', 'B', 'G']","['J', 'C', 'B', 'G']",
393,394,"['Derksen', 'Cohen']","['A', 'P']","['A', 'P']",
394,395,"['Djavadi-Ohaniance', 'Hatefi']","['L', 'H']","['L', 'H']",
395,396,['Lesca'],['P'],['P'],
396,397,"['Watanabe', 'Flavin']","['T', 'M']","['T', 'M']",
397,398,"['Yu', 'Lee']","['R K', 'S H']","['RK', 'SH']",
398,399,"['Seber', 'Toomey', 'Powell', 'Brew', 'Awad']","['J F', 'T P', 'J T', 'K', 'W M']","['JF', 'TP', 'JT', 'K', 'WM']",
399,400,"['Regitz', 'Ohad']","['G', 'I']","['G', 'I']",
400,401,"['Chiang', 'Kaminsky', 'King']","['Y L', 'L S', 'T E']","['YL', 'LS', 'TE']",
401,402,"['Thompson', 'Carpenter']","['G A', 'F H']","['GA', 'FH']",
402,403,"['Krueger', 'Cagan']","['J M', 'R H']","['JM', 'RH']",
403,404,"['Moll', 'Dziatkowiak', 'Edelman', 'Iljin', 'Ratajczyk-Pakalska', 'Stengert']","['J W', 'A J', 'M', 'W', 'E', 'K']","['JW', 'AJ', 'M', 'W', 'E', 'K']",
404,405,"['Mills', 'Ochsner']","['N L', 'J L']","['NL', 'JL']",
405,406,"['Leighton', 'Coloma', 'Koenig']","['F', 'L', 'C']","['F', 'L', 'C']",
406,407,"['Briggs', 'Drath', 'Karnovsky', 'Karnovsky']","['R T', 'D B', 'M L', 'M J']","['RT', 'DB', 'ML', 'MJ']",
407,408,"['Brandt', 'Elliott', 'Swank']","['E J', 'R W', 'R T']","['EJ', 'RW', 'RT']",
408,409,"['Soslau', 'Nass']","['G', 'M M']","['G', 'MM']",
409,410,"['Harper', 'Flaxman']","['R A', 'B A']","['RA', 'BA']",
410,411,"['Thompson', 'Anderson', 'Lippman']","['E B', 'C U', 'M E']","['EB', 'CU', 'ME']",
411,412,"['Fodge', 'Rubin']","['D W', 'H']","['DW', 'H']",
412,413,"['Mürer', 'Levin', 'Holme']","['E H', 'J', 'R']","['EH', 'J', 'R']",
413,414,"['Devine', 'Toom']","['J E', 'P M']","['JE', 'PM']",
414,415,"['Cooper', 'Davis', 'Leftwick', 'Price', 'Weedon']","['R D', 'J B', 'A P', 'C', 'B C']","['RD', 'JB', 'AP', 'C', 'BC']",
415,416,['Yoshida'],['A'],['A'],
416,417,"['Walle', 'Morrison', 'Walle', 'Conradi']","['T', 'J', 'K', 'E']","['T', 'J', 'K', 'E']",
417,418,['Smith'],['R N'],['RN'],
418,419,"['Houpert', 'Tarallo', 'Siest']","['Y', 'P', 'G']","['Y', 'P', 'G']",
419,420,"['Bye', 'Land']","['A', 'G']","['A', 'G']",
420,421,"['Dilworth', 'Stewart', 'Gwaltney', 'Hendley', 'Sande']","['J A', 'P', 'J M', 'J O', 'M A']","['JA', 'P', 'JM', 'JO', 'MA']",
421,422,"['Guynn', 'Pieklik']","['R W', 'J R']","['RW', 'JR']",
422,423,"['Bennett', 'Lehr', 'McCarty']","['R M', 'J R', 'D J']","['RM', 'JR', 'DJ']",
423,425,['Siegel'],['S'],['S'],
424,426,"['Sundararajan', 'Whitney']","['N R', 'R M']","['NR', 'RM']",
425,427,"['Lick', 'Unger']","['J R', 'T E']","['JR', 'TE']",
426,424,"['Brown', 'Forrest', 'Brown']","['P J', 'W H', 'C R']","['PJ', 'WH', 'CR']",
427,428,"['Bechtel', 'McNamara']","['J E', 'J R']","['JE', 'JR']",
428,431,"['Mulrennan', 'Lamdin', 'Bolton', 'Hammond']","['J A', 'J M', 'H T', 'C L']","['JA', 'JM', 'HT', 'CL']",
429,432,"['Mulla', 'Darwazeh']","['M S', 'H A']","['MS', 'HA']",
430,429,"['Herbison', 'Handelman']","['R J', 'S L']","['RJ', 'SL']",
431,430,"['Crisp', 'Lewis', 'Wilson']","['S', 'B G', 'A D']","['S', 'BG', 'AD']",
432,433,"['Hill', 'Krieger']","['J E', 'R I']","['JE', 'RI']",
433,434,"['Jones', 'Foote']","['L A', 'R S']","['LA', 'RS']",
434,437,"['Simplicio', 'Schwenzer', 'Maenpa']","['J', 'K', 'F']","['J', 'K', 'F']",
435,438,"['Melnick', 'Levyn', 'Mogul', 'Berger']","['A', 'M E', 'H N', 'R']","['A', 'ME', 'HN', 'R']",
436,435,"['Yasui', 'Sumita', 'Tsunogae']","['T', 'T', 'S']","['T', 'T', 'S']",
437,439,"['Destailleur', 'Vernaillen', 'Pluygers']","['G', 'P', 'E']","['G', 'P', 'E']",
438,436,"['Miller', 'de Fremery', 'Bickoff', 'Kohler']","['R E', 'D', 'E M', 'G O']","['RE', 'D', 'EM', 'GO']",
439,440,"['Goeckermann', 'Vigil']","['J A', 'E L']","['JA', 'EL']",
440,441,"['Nayar', 'Sauerman']","['J K', 'D M']","['JK', 'DM']",
441,442,['Hirata'],['M'],['M'],
442,443,['Nasu'],['M'],['M'],
443,444,"['Yokoyama', 'Kono', 'Aoki']","['Y', 'T', 'M']","['Y', 'T', 'M']",
444,446,['Borgström'],['B'],['B'],
445,447,"['Sutherland', 'Brandon', 'Simpson-Morgan']","['R L', 'M R', 'M W']","['RL', 'MR', 'MW']",
446,445,['Archer'],['D W'],['DW'],
447,448,['Robertson'],['H A'],['HA'],
448,449,['Dawn'],['I D'],['ID'],
449,450,"['Clark', 'Gallin', 'Kaplan']","['R A', 'J I', 'A P']","['RA', 'JI', 'AP']",
450,451,"['Bonaventura', 'Bonaventura', 'Sullivan']","['J', 'C', 'B']","['J', 'C', 'B']",
451,452,['Diamond'],['J M'],['JM'],
452,453,['Goldsmith'],['T H'],['TH'],
453,454,"['Ho', 'Meizel']","['J J', 'S']","['JJ', 'S']",
454,455,['Cheng'],['J T'],['JT'],
455,456,"['Chang', 'Chen']","['T T', 'K P']","['TT', 'KP']",
456,457,"['Tsai', 'Liu', 'Yang', 'Chang']","['L H', 'H J', 'C P', 'C']","['LH', 'HJ', 'CP', 'C']",
457,458,"['Huang', 'Chu', 'Chen']","['P J', 'S H', 'C M']","['PJ', 'SH', 'CM']",
458,459,"['Gunn', 'Wieth', 'Tosteson']","['R B', 'J O', 'D C']","['RB', 'JO', 'DC']",
459,460,"['Ritchie', 'Fambrough']","['A K', 'D M']","['AK', 'DM']",
460,461,"['Sréter', 'Luff', 'Gergely']","['F A', 'A R', 'J']","['FA', 'AR', 'J']",
461,462,"['Peberdy', 'Moore']","['J F', 'P M']","['JF', 'PM']",
462,463,"['Housset', 'Nagy', 'Schwencke']","['P', 'M', 'J']","['P', 'M', 'J']",
463,464,"['Putrament', 'Branowska', 'Ejchart', 'Prazmo']","['A', 'H', 'A', 'W']","['A', 'H', 'A', 'W']",
464,465,"['Bascomb', 'Banks', 'Skarstedt', 'Fleming', 'Bettelheim']","['S', 'G T', 'M T', 'A', 'K A']","['S', 'GT', 'MT', 'A', 'KA']",
465,466,"['Nakamura', 'Suganuma', 'Greenberg']","['H', 'A', 'J']","['H', 'A', 'J']",
466,467,"['Ferenci', 'Strom', 'Quayle']","['T', 'T', 'J R']","['T', 'T', 'JR']",
467,468,"['Cavior', 'Deutsch']","['N', 'A M']","['N', 'AM']",
468,469,"['Noguchi', 'Nakatani', 'Minatogawa', 'Okuno', 'Kido']","['T', 'M', 'Y', 'E', 'R']","['T', 'M', 'Y', 'E', 'R']",
469,470,"['Pullarkat', 'Reha']","['R K', 'H']","['RK', 'H']",
470,471,"['Ledig', 'Ciesielski-Treska', 'Cam', 'Montagnon', 'Mandel']","['M', 'J', 'Y', 'D', 'P']","['M', 'J', 'Y', 'D', 'P']",
471,472,"['White', 'Hagen', 'Robertson']","['R P', 'A', 'J T']","['RP', 'A', 'JT']",
472,473,"['Goloskov', 'LeRoy']","['J W', 'P L']","['JW', 'PL']",
473,474,"['Madeja', 'Plank', 'Revta']","['C', 'N', 'R']","['C', 'N', 'R']",
474,475,"['Askew', 'Dohm', 'Huston']","['E W', 'G L', 'R L']","['EW', 'GL', 'RL']",
475,476,"['Ruff', 'Fuller']","['M D', 'H L']","['MD', 'HL']",
476,477,"['Arakawa', 'Taketomi', 'Furuno', 'Matsuo', 'Iwatsuka']","['M', 'S', 'K', 'T', 'H']","['M', 'S', 'K', 'T', 'H']",
477,478,"['Hayatsu', 'Chikuma', 'Negishi']","['H', 'T', 'K']","['H', 'T', 'K']",
478,479,"['Daniel', 'Bowe', 'Lallemand', 'Yeh', 'James']","['S S', 'E T', 'R', 'M N', 'L S']","['SS', 'ET', 'R', 'MN', 'LS']",
479,480,"['Roversi', 'Canussio', 'Spennacchio']","['G D', 'V', 'M']","['GD', 'V', 'M']",
480,481,"['Cho', 'Repta', 'Cheng', 'Zee-Cheng', 'Higuchi', 'Pitman']","['M J', 'A J', 'C C', 'K Y', 'T', 'I H']","['MJ', 'AJ', 'CC', 'KY', 'T', 'IH']",
481,482,"['Maulding', 'Turi', 'Grossman', 'Nazareno']","['H V', 'P', 'D', 'J P']","['HV', 'P', 'D', 'JP']",
482,483,"['Kreilgård', 'Higuchi', 'Repta']","['B', 'T', 'A J']","['B', 'T', 'AJ']",
483,484,"['Jodhka', 'Gouda', 'Medora', 'Knalil']","['G S', 'M W', 'R S', 'S A']","['GS', 'MW', 'RS', 'SA']",
484,485,"['Sanvordeker', 'Dahani']","['D R', 'E Z']","['DR', 'EZ']",
485,486,"['Lindenbaum', 'Higuchi']","['S', 'T']","['S', 'T']",
486,487,"['Cho', 'Schnabel']","['M J', 'R']","['MJ', 'R']",
487,488,"['Fitch', 'Gonzalez', 'Chevli']","['C D', 'Y', 'R']","['CD', 'Y', 'R']",
488,489,"['Lloyd', 'Davidson', 'Hornykiewicz']","['K G', 'L', 'O']","['KG', 'L', 'O']",
489,490,"['Uretsky', 'Snodgrass', 'Lorenzo']","['N J', 'S R', 'A V']","['NJ', 'SR', 'AV']",
490,491,"['Konturek', 'Obtulowicz', 'Tasler']","['S J', 'W', 'J']","['SJ', 'W', 'J']",
491,492,"['Ulbricht', 'Wagner']","['W', 'H H']","['W', 'HH']",
492,493,"['Ulbricht', 'Wagner']","['W', 'H H']","['W', 'HH']",
493,494,"['Bennett', 'Pettigrew']","['M R', 'A G']","['MR', 'AG']",
494,495,"['Soria', 'Dusanic']","['C A', 'D G']","['CA', 'DG']",
495,496,['Wilks'],['J M'],['JM'],
496,497,"['Cannon', ""O'Donnell"", 'Lee', 'Hoppin', 'Long', 'Ilhan', 'Costall', 'Naylor']","['J G', 'J P', 'T', 'C R', 'J P', 'M', 'B', 'R J']","['JG', 'JP', 'T', 'CR', 'JP', 'M', 'B', 'RJ']",
497,498,"['Berlin', 'Dwarakanath', 'Pandian']","['O G', 'S K', 'R S']","['OG', 'SK', 'RS']",
498,499,['Peterson'],['M L'],['ML'],
499,500,['Nourse'],['E S'],['ES'],
500,501,"['Hudson', 'Giacalone']","['J I', 'J J']","['JI', 'JJ']",
501,502,['Sadler'],['A M'],['AM'],
502,503,['Lewis'],['C E'],['CE'],
503,504,['Lawrence'],['D M'],['DM'],
504,505,['Jewett'],['R E'],['RE'],
505,506,"['Goldhammer', 'Jain', 'Cordes']","['A R', 'M K', 'E H']","['AR', 'MK', 'EH']",
506,507,"['Nunes', 'Vieira']","['M A', 'F L']","['MA', 'FL']",
507,508,['Brown'],['J N'],['JN'],
508,509,"['Briehl', 'Salhany']","['R W', 'J M']","['RW', 'JM']",
509,510,['Creighton'],['T E'],['TE'],
510,511,"['Campbell', 'Lindskog', 'White']","['I D', 'S', 'A I']","['ID', 'S', 'AI']",
511,512,"['Bode', 'Schwager']","['W', 'P']","['W', 'P']",
512,513,"['Li', 'Golub', 'Katz']","['S', 'E', 'E P']","['S', 'E', 'EP']",
513,514,"['Greenburg', 'Elia', 'Levine', 'Belsha', 'Peskin']","['A G', 'C', 'B', 'J', 'G W']","['AG', 'C', 'B', 'J', 'GW']",
514,515,"['Carvajal', 'Brouhard', 'Linares']","['H F', 'B H', 'H A']","['HF', 'BH', 'HA']",
515,516,"['Kozloff', 'Crosby', 'Lute', 'Hall']","['L M', 'L K', 'M', 'D H']","['LM', 'LK', 'M', 'DH']",
516,517,"['Ranki', 'Pettersson']","['M', 'R F']","['M', 'RF']",
517,518,"['Obeid', 'Corkery']","['M L', 'J J']","['ML', 'JJ']",
518,519,"['Miller', 'Cawley', 'Choquette', 'Broughton']","['F L', 'A J', 'L P', 'E']","['FL', 'AJ', 'LP', 'E']",
519,520,,,,
520,521,"['Davidson', 'Tempest', 'Palmer']","['M', 'B', 'D L']","['M', 'B', 'DL']",
521,522,"['Tuma', 'Chaimovitz', 'Szylman', 'Gellei', 'Better']","['S', 'C', 'P', 'B', 'O S']","['S', 'C', 'P', 'B', 'OS']",
522,523,"['Ito', 'Kanaya', 'Mashiba']","['M', 'S', 'H']","['M', 'S', 'H']",
523,524,"['Kunitake', 'Ishinishi', 'Kodama']","['E', 'N', 'Y']","['E', 'N', 'Y']",
524,525,"['Uemura', 'Sakaguchi', 'Ito', 'Okazawa', 'Sakai']","['T', 'G', 'T', 'K', 'S']","['T', 'G', 'T', 'K', 'S']",
525,526,['Uchibori'],['C'],['C'],
526,527,['Isomi'],['A'],['A'],
527,528,['Takano'],['E'],['E'],
528,529,['Kurusu'],['M'],['M'],
529,530,['Shigehisa'],['F'],['F'],
530,531,['Matsuda'],['S'],['S'],
531,532,['Nakashima'],['K'],['K'],
532,533,,,,
533,534,"['Kolesov', 'Skorik', 'Malikova', 'Safonova', 'Shamarina']","['A P', 'V I', 'T M', 'E S', 'T N']","['AP', 'VI', 'TM', 'ES', 'TN']",
534,535,"['Volyntseva', 'Kositskiĭ', 'Kupriianov']","['V A', 'G I', 'V S']","['VA', 'GI', 'VS']",
535,536,"['Garella', 'Chang', 'Kahn']","['S', 'B S', 'S I']","['S', 'BS', 'SI']",
536,537,"['Gulyassy', 'Farrand', 'Gugler']","['P F', 'J R', 'H D']","['PF', 'JR', 'HD']",
537,538,"['Weidmann', 'De Myttenaere-Bursztein', 'Maxwell', 'de Lima']","['P', 'S', 'M H', 'J']","['P', 'S', 'MH', 'J']",
538,539,['Thurau'],['K'],['K'],
539,540,['Dobbelstein'],['H'],['H'],
540,541,"['Hummerich', 'Krause']","['W', 'D K']","['W', 'DK']",
541,542,"['Hutten', 'Vaupel']","['H', 'P']","['H', 'P']",
542,543,"['Benöhr', 'Waller']","['H C', 'H D']","['HC', 'HD']",
543,544,"['Buhmeyer', 'Hutson']","['K J', 'A R']","['KJ', 'AR']",
544,545,"['Warner', 'Rosett']","['R H', 'H L']","['RH', 'HL']",
545,546,['Keller'],['M'],['M'],
546,547,['Gomberg'],['E S'],['ES'],
547,548,"['Sargent', 'Simpson', 'Beard']","['W Q', 'J R', 'J D']","['WQ', 'JR', 'JD']",
548,549,"['MacDonnell', 'Brown', 'Davy']","['M F', 'S H', 'B']","['MF', 'SH', 'B']",
549,550,['Satinder'],['K P'],['KP'],
550,551,"['Russell', 'Mehrabian']","['J A', 'A']","['JA', 'A']",
551,552,['Orford'],['J'],['J'],
552,553,['James'],['J E'],['JE'],
553,554,['Parker'],['F B'],['FB'],
554,555,['Yoder'],['R D'],['RD'],
555,556,['Argeriou'],['M'],['M'],
556,557,"['Pugliese', 'Martinez', 'Maselli', 'Zalick']","['A', 'M', 'A', 'D H']","['A', 'M', 'A', 'DH']",
557,558,"['Cuppoletti', 'Segel']","['J', 'I H']","['J', 'IH']",
558,559,"['Davies', 'Williams']","['J I', 'P A']","['JI', 'PA']",
559,560,"['Burgess', 'Scheraga']","['A W', 'H A']","['AW', 'HA']",
560,563,"['Ahn', 'Wist', 'Liu', 'Ko']","['B K', 'A O', 'C C', 'W H']","['BK', 'AO', 'CC', 'WH']",
561,564,"['Lai', 'Liu', 'Brown', 'Neuman', 'Ko']","['N C', 'C C', 'E G', 'M R', 'W H']","['NC', 'CC', 'EG', 'MR', 'WH']",
562,565,"['Hansson', 'Mannheimer']","['B', 'C']","['B', 'C']",
563,562,"['Peterson', 'Perkins', 'Goodman', 'Hori', 'Halsall', 'Makinodan']","['W J', 'E H', 'S A', 'Y', 'M K', 'T']","['WJ', 'EH', 'SA', 'Y', 'MK', 'T']",
564,561,"['Brun', 'Hultberg']","['A', 'B']","['A', 'B']",
565,566,"['Knapp', 'Mandell', 'Bullard']","['S', 'A J', 'W P']","['S', 'AJ', 'WP']",
566,567,"['Slotkin', 'Seidler']","['T A', 'F J']","['TA', 'FJ']",
567,568,"['Kimura', 'Murad']","['H', 'F']","['H', 'F']",
568,569,['Chiou'],['C Y'],['CY'],
569,570,"['Marzullo', 'Friedhoff']","['G', 'A J']","['G', 'AJ']",
570,571,"['Raz', 'Kloog', 'Perel', 'Kenig-Wakshal']","['A', 'Y', 'E', 'R']","['A', 'Y', 'E', 'R']",
571,572,"['Phillis', 'Kostopoulos']","['J W', 'G K']","['JW', 'GK']",
572,573,"['Henry', 'Johnson', 'Starman', 'Williams']","['D P', 'D G', 'B J', 'R H']","['DP', 'DG', 'BJ', 'RH']",
573,574,"['Samanin', 'Garattini']","['R', 'S']","['R', 'S']",
574,575,['Brown'],['B E'],['BE'],
575,576,"['Starratt', 'Brown']","['A N', 'B E']","['AN', 'BE']",
576,577,"['McDonald', 'Ellis']","['J K', 'S']","['JK', 'S']",
577,580,"['Sanders', 'Pattee', 'Singleton']","['T H', 'H E', 'J A']","['TH', 'HE', 'JA']",
578,581,['Shvets'],['V N'],['VN'],
579,582,['Middleton'],['E'],['E'],
580,579,"['Duke', 'Hurst']","['J A', 'S J']","['JA', 'SJ']",
581,578,"['Weinheimer', 'Matson']","['A J', 'J A']","['AJ', 'JA']",
582,583,['Diewitz'],['M'],['M'],
583,584,['Thefeld'],['W'],['W'],
584,586,['Neumcke'],['B'],['B'],
585,587,"['Moreno', 'Diamond']","['J H', 'J M']","['JH', 'JM']",
586,585,['Cinader'],['B'],['B'],
587,588,['Rose'],['A H'],['AH'],
588,589,['Pringle'],['J R'],['JR'],
589,590,"['Crandall', 'Caulton']","['M', 'J H']","['M', 'JH']",
590,591,['Pringle'],['J R'],['JR'],
591,592,['Gill'],['P F'],['PF'],
592,593,"['Siegenthaler', 'Leutenegger', 'Siegenethaler', 'Medici']","['W', 'H', 'G', 'T']","['W', 'H', 'G', 'T']",
593,595,['Cunningham'],['R M'],['RM'],
594,594,"['Schindl', 'Mayer', 'Aigner']","['R', 'K', 'K']","['R', 'K', 'K']",
595,596,['Brazda'],['J F'],['JF'],
596,597,['Isaacman'],['T'],['T'],
597,598,,,,
598,599,['Hendrickson'],['R M'],['RM'],
599,600,['Hodge'],['M H'],['MH'],
